id,phase,sim_time,incident,description,location,severity,visible_to,time_limit,state,points_resolve
11,1,0:15,Defense Department Demands Answers,"Pentagon ITAR compliance office calling Virginia Tech president directly. Demands immediate breach report within 2 hours or face suspension of all defense research contracts worth $180M annually. [UPDATE 0:30] Denali notified federal research partners of the breach (A24), partially satisfying the Pentagon's demand for transparency. However, the ITAR compliance office specifically requires a detailed breach report documenting exactly what data was accessed, which has not yet been completed. The notification buys goodwill but the 2-hour deadline for the formal report is approaching.",Blacksburg,5,Virginia Tech Crisis Response;Governor's SW Virginia Liaison;CISA Regional Coordinator,15,partially_resolved,175
12,1,0:15,Ransomware Detected in Hospital Systems,"Carilion IT discovers ransomware payload activated across 3 facilities. Attackers demand $5M in Bitcoin. Screen displays countdown timer: 4 hours until patient data published on dark web.",Roanoke,5,Carilion Clinic System;SW Virginia EMA;CISA Regional Coordinator,15,open,200
13,1,0:15,Power Grid Probe Succeeds - Substation Offline,"AEP reports attackers gained control of Blacksburg substation. 15,000 customers without power including VT campus and Carilion Roanoke Memorial ER backup systems activating.",Blacksburg,5,AEP Appalachian Power;Virginia Tech Crisis Response;Carilion Clinic System,10,open,175
14,1,0:15,911 Calls Going Unanswered,"Three 911 calls dropped completely. One caller having chest pains called back on personal cell - ambulance delayed 8 minutes. Local news tip line received complaint.",Wytheville,5,SW Virginia EMA;SW Virginia Sheriff's Coalition;WDBJ7 News,10,open,150
15,1,0:15,Malware Spreading to Water Treatment,"Shentel traces malware lateral movement to Salem water treatment SCADA network. Operators report anomalous valve commands. Manual override engaged but situation unstable.",Salem,5,Shentel Communications;VA DEQ SW Regional Office;Montgomery County Government,10,open,175
16,1,0:15,County Unable to Issue Emergency Permits,"Construction company building hospital expansion cannot get emergency permits. Carilion needs additional generator pad immediately. County clerk says system completely locked.",Blacksburg,4,Montgomery County Government;Carilion Clinic System;Governor's SW Virginia Liaison,10,open,100
17,1,0:15,Elderly Resident Found Unresponsive,"911 delay contributed to 78-year-old diabetic in Wise County found unresponsive. Family member drove to fire station for help. Patient en route to hospital - outcome unknown.",Wise,4,United Way SW Virginia;Appalachian Faith & Community Network;SW Virginia EMA,10,open,125
18,1,0:15,Coal Ash Pond Sensor Silence Concerning,"Without DEQ sensors online for 15+ minutes operators cannot verify coal ash pond levels. Heavy rain forecast tonight. Environmental groups demanding status update. [UPDATE 0:30] Yoho field teams dispatched to coal ash ponds for manual inspection (A21) and water quality testing (A32). Initial visual inspection shows ponds within normal levels. However, without continuous remote monitoring, any sudden changes from tonight's forecasted rain would go undetected until the next manual check.",Wise,4,VA DEQ SW Regional Office;Food City / Regional Supply Chain;Governor's SW Virginia Liaison,10,partially_resolved,100
19,1,0:30,Hospital Backup Generators at Half Fuel,"Carilion Roanoke Memorial ER backup generators have been running since substation went offline. Fuel gauge at 50%. Normal resupply truck cannot reach hospital - driver reports malfunctioning traffic signals on alternate route. Generator failure would shut down ER ventilators and surgical suites.",Roanoke,5,Carilion Clinic System;AEP Appalachian Power;VDOT SW Region,15,open,150
20,1,0:30,VT Campus Internet Blackout Disrupts 30000,"Denali's network isolation (A1) successfully stopped exfiltration but cut all internet access for 30,000 students and faculty. Online platforms, email, and cloud services unreachable. Professors unable to post class cancellations. Students gathering outside IT building demanding answers. Campus dining systems also affected - meal plans cannot be processed.",Blacksburg,3,Virginia Tech Crisis Response;Montgomery County Government,15,open,75
21,1,0:30,Patient Records Published on Dark Web,"Ransomware countdown passes 2-hour mark. Attackers release sample of 500 Carilion patient records on dark web as proof of data access. WDBJ7 reporter receives anonymous link. Hospital switchboard overwhelmed - panicked patients calling about their data. Previous rumor control efforts now undercut by real data leak.",Roanoke,5,Carilion Clinic System;WDBJ7 News;Governor's SW Virginia Liaison;CISA Regional Coordinator,10,open,200
22,1,0:30,Federal CISA Team Denied Campus Access,"Federal CISA incident response team arrives at Virginia Tech but campus security gates are locked down from network isolation. No one has authorization to admit them. Team leader calling Governor's office frustrated - says every minute of delay means more data at risk. Denali and Arches need to coordinate access.",Blacksburg,3,CISA Regional Coordinator;Virginia Tech Crisis Response;Governor's SW Virginia Liaison,10,open,75
23,1,0:30,Elderly Patient Dies - Family Blames 911 Delays,"The 78-year-old diabetic from Wise County (Inject 17) has died at Carilion hospital. Family member recorded video at ER blaming ""8-minute 911 delay"" and posted to Facebook - already 2,000 shares. Local pastor calling WDBJ7 to demand answers. Community anger building rapidly in coalfield counties.",Wise,5,SW Virginia EMA;Appalachian Faith & Community Network;WDBJ7 News;United Way SW Virginia,10,open,175
24,1,0:30,Water Treatment Chemical Levels Fluctuating,"Salem water treatment operators report chlorine dosing systems behaving erratically since malware reached SCADA (Inject 15). Treated water may not meet safety standards. 40,000 residents served by this plant. Operators requesting authorization for do-not-drink advisory.",Salem,5,VA DEQ SW Regional Office;Montgomery County Government;Shentel Communications;Food City / Regional Supply Chain,10,open,175
25,1,0:30,Suspicious Vehicle Spotted Near AEP Substation,"Deputies securing the offline Blacksburg substation (Inject 13) report a van with out-of-state plates parked 200 yards away. Two individuals observed using directional antennas before driving away when spotted. Partial license plate captured. Possible physical reconnaissance supporting the cyber attack.",Blacksburg,3,SW Virginia Sheriff's Coalition;AEP Appalachian Power;CISA Regional Coordinator,15,open,100
